,date,variable,value
3506,June 1986,Total betting and gaming receipts,59239.0
3507,July 1986,Total betting and gaming receipts,69296.0
3508,August 1986,Total betting and gaming receipts,53198.0
3509,September 1986,Total betting and gaming receipts,92412.0
3510,October 1986,Total betting and gaming receipts,63319.0
3511,November 1986,Total betting and gaming receipts,64825.0
3512,December 1986,Total betting and gaming receipts,59320.0
3513,January 1987,Total betting and gaming receipts,60169.0
3514,February 1987,Total betting and gaming receipts,56046.0
3515,March 1987,Total betting and gaming receipts,78684.0
3516,April 1987,Total betting and gaming receipts,59328.0
3517,May 1987,Total betting and gaming receipts,69617.0
3518,June 1987,Total betting and gaming receipts,62040.0
3519,July 1987,Total betting and gaming receipts,75237.0
3520,August 1987,Total betting and gaming receipts,58922.0
3521,September 1987,Total betting and gaming receipts,101762.0
3522,October 1987,Total betting and gaming receipts,67987.0
3523,November 1987,Total betting and gaming receipts,72590.0
3524,December 1987,Total betting and gaming receipts,63040.0
3525,January 1988,Total betting and gaming receipts,52690.0
3526,February 1988,Total betting and gaming receipts,93549.0
3527,March 1988,Total betting and gaming receipts,78239.0
3528,April 1988,Total betting and gaming receipts,61591.0
3529,May 1988,Total betting and gaming receipts,77369.0
3530,June 1988,Total betting and gaming receipts,77019.0
3531,July 1988,Total betting and gaming receipts,70153.0
3532,August 1988,Total betting and gaming receipts,91786.0
3533,September 1988,Total betting and gaming receipts,73431.0
3534,October 1988,Total betting and gaming receipts,74558.0
3535,November 1988,Total betting and gaming receipts,75568.0
3536,December 1988,Total betting and gaming receipts,69917.0
3537,January 1989,Total betting and gaming receipts,71771.0
3538,February 1989,Total betting and gaming receipts,86419.0
3539,March 1989,Total betting and gaming receipts,83618.0
3540,April 1989,Total betting and gaming receipts,67305.0
3541,May 1989,Total betting and gaming receipts,85308.0
3542,June 1989,Total betting and gaming receipts,70727.0
3543,July 1989,Total betting and gaming receipts,81969.0
3544,August 1989,Total betting and gaming receipts,83977.0
3545,September 1989,Total betting and gaming receipts,90311.0
3546,October 1989,Total betting and gaming receipts,75833.0
3547,November 1989,Total betting and gaming receipts,88853.0
3548,December 1989,Total betting and gaming receipts,67084.0
3549,January 1990,Total betting and gaming receipts,82676.0
3550,February 1990,Total betting and gaming receipts,92197.0
3551,March 1990,Total betting and gaming receipts,89792.0
3552,April 1990,Total betting and gaming receipts,76444.0
3553,May 1990,Total betting and gaming receipts,101299.0
3554,June 1990,Total betting and gaming receipts,73667.0
3555,July 1990,Total betting and gaming receipts,81923.0
3556,August 1990,Total betting and gaming receipts,94890.0
3557,September 1990,Total betting and gaming receipts,89538.0
3558,October 1990,Total betting and gaming receipts,78222.0
3559,November 1990,Total betting and gaming receipts,92036.0
3560,December 1990,Total betting and gaming receipts,72446.0
3561,January 1991,Total betting and gaming receipts,86244.0
3562,February 1991,Total betting and gaming receipts,81512.0
3563,March 1991,Total betting and gaming receipts,78216.0
3564,April 1991,Total betting and gaming receipts,77588.0
3565,May 1991,Total betting and gaming receipts,94366.0
3566,June 1991,Total betting and gaming receipts,74412.0
3567,July 1991,Total betting and gaming receipts,89058.0
3568,August 1991,Total betting and gaming receipts,97681.0
3569,September 1991,Total betting and gaming receipts,88211.0
3570,October 1991,Total betting and gaming receipts,77101.0
3571,November 1991,Total betting and gaming receipts,91031.0
3572,December 1991,Total betting and gaming receipts,63905.0
3573,January 1992,Total betting and gaming receipts,108091.0
3574,February 1992,Total betting and gaming receipts,90387.0
3575,March 1992,Total betting and gaming receipts,94361.0
3576,April 1992,Total betting and gaming receipts,89030.0
3577,May 1992,Total betting and gaming receipts,91515.0
3578,June 1992,Total betting and gaming receipts,75212.0
3579,July 1992,Total betting and gaming receipts,93116.0
3580,August 1992,Total betting and gaming receipts,80166.0
3581,September 1992,Total betting and gaming receipts,80118.0
3582,October 1992,Total betting and gaming receipts,84553.0
3583,November 1992,Total betting and gaming receipts,100610.0
3584,December 1992,Total betting and gaming receipts,70251.0
3585,January 1993,Total betting and gaming receipts,81972.0
3586,February 1993,Total betting and gaming receipts,92944.0
3587,March 1993,Total betting and gaming receipts,85977.0
3588,April 1993,Total betting and gaming receipts,87741.0
3589,May 1993,Total betting and gaming receipts,107211.0
3590,June 1993,Total betting and gaming receipts,82886.0
3591,July 1993,Total betting and gaming receipts,100532.0
3592,August 1993,Total betting and gaming receipts,96363.0
3593,September 1993,Total betting and gaming receipts,91563.0
3594,October 1993,Total betting and gaming receipts,80519.0
3595,November 1993,Total betting and gaming receipts,103641.0
3596,December 1993,Total betting and gaming receipts,88248.0
3597,January 1994,Total betting and gaming receipts,84471.0
3598,February 1994,Total betting and gaming receipts,94092.0
3599,March 1994,Total betting and gaming receipts,88488.0
3600,April 1994,Total betting and gaming receipts,82316.0
3601,May 1994,Total betting and gaming receipts,107436.0
3602,June 1994,Total betting and gaming receipts,89204.0
3603,July 1994,Total betting and gaming receipts,95611.0
3604,August 1994,Total betting and gaming receipts,101866.0
3605,September 1994,Total betting and gaming receipts,91417.0
3606,October 1994,Total betting and gaming receipts,93305.0
3607,November 1994,Total betting and gaming receipts,100432.0
3608,December 1994,Total betting and gaming receipts,85815.0
3609,January 1995,Total betting and gaming receipts,133357.0
3610,February 1995,Total betting and gaming receipts,119708.0
3611,March 1995,Total betting and gaming receipts,116433.0
3612,April 1995,Total betting and gaming receipts,116199.0
3613,May 1995,Total betting and gaming receipts,164758.0
3614,June 1995,Total betting and gaming receipts,134456.0
3615,July 1995,Total betting and gaming receipts,139961.0
3616,August 1995,Total betting and gaming receipts,146246.0
3617,September 1995,Total betting and gaming receipts,117857.0
3618,October 1995,Total betting and gaming receipts,159553.0
3619,November 1995,Total betting and gaming receipts,122475.0
3620,December 1995,Total betting and gaming receipts,104972.0
3621,January 1996,Total betting and gaming receipts,124370.0
3622,February 1996,Total betting and gaming receipts,133111.0
3623,March 1996,Total betting and gaming receipts,109364.0
3624,April 1996,Total betting and gaming receipts,134442.0
3625,May 1996,Total betting and gaming receipts,120074.0
3626,June 1996,Total betting and gaming receipts,112742.0
3627,July 1996,Total betting and gaming receipts,147584.0
3628,August 1996,Total betting and gaming receipts,106606.0
3629,September 1996,Total betting and gaming receipts,118037.0
3630,October 1996,Total betting and gaming receipts,125704.0
3631,November 1996,Total betting and gaming receipts,120282.0
3632,December 1996,Total betting and gaming receipts,114931.0
3633,January 1997,Total betting and gaming receipts,123029.0
3634,February 1997,Total betting and gaming receipts,106871.0
3635,March 1997,Total betting and gaming receipts,110713.0
3636,April 1997,Total betting and gaming receipts,153846.0
3637,May 1997,Total betting and gaming receipts,117266.0
3638,June 1997,Total betting and gaming receipts,132945.0
3639,July 1997,Total betting and gaming receipts,142368.0
3640,August 1997,Total betting and gaming receipts,113615.0
3641,September 1997,Total betting and gaming receipts,127945.0
3642,October 1997,Total betting and gaming receipts,146706.0
3643,November 1997,Total betting and gaming receipts,119658.0
3644,December 1997,Total betting and gaming receipts,131726.0
3645,January 1998,Total betting and gaming receipts,117925.0
3646,February 1998,Total betting and gaming receipts,144119.0
3647,March 1998,Total betting and gaming receipts,111054.0
3648,April 1998,Total betting and gaming receipts,133817.0
3649,May 1998,Total betting and gaming receipts,120099.0
3650,June 1998,Total betting and gaming receipts,137946.0
3651,July 1998,Total betting and gaming receipts,142798.0
3652,August 1998,Total betting and gaming receipts,118565.0
3653,September 1998,Total betting and gaming receipts,124206.0
3654,October 1998,Total betting and gaming receipts,128834.0
3655,November 1998,Total betting and gaming receipts,150011.0
3656,December 1998,Total betting and gaming receipts,107287.0
3657,January 1999,Total betting and gaming receipts,120288.0
3658,February 1999,Total betting and gaming receipts,137364.0
3659,March 1999,Total betting and gaming receipts,108360.0
3660,April 1999,Total betting and gaming receipts,131170.0
3661,May 1999,Total betting and gaming receipts,115201.0
3662,June 1999,Total betting and gaming receipts,131708.0
3663,July 1999,Total betting and gaming receipts,133601.0
3664,August 1999,Total betting and gaming receipts,145522.0
3665,September 1999,Total betting and gaming receipts,113393.0
3666,October 1999,Total betting and gaming receipts,119268.0
3667,November 1999,Total betting and gaming receipts,150086.0
3668,December 1999,Total betting and gaming receipts,103778.0
3669,January 2000,Total betting and gaming receipts,130192.0
3670,February 2000,Total betting and gaming receipts,132888.0
3671,March 2000,Total betting and gaming receipts,106916.0
3672,April 2000,Total betting and gaming receipts,116519.0
3673,May 2000,Total betting and gaming receipts,165043.0
3674,June 2000,Total betting and gaming receipts,116260.0
3675,July 2000,Total betting and gaming receipts,133592.0
3676,August 2000,Total betting and gaming receipts,138814.0
3677,September 2000,Total betting and gaming receipts,112319.0
3678,October 2000,Total betting and gaming receipts,129532.0
3679,November 2000,Total betting and gaming receipts,136228.0
3680,December 2000,Total betting and gaming receipts,99557.0
3681,January 2001,Total betting and gaming receipts,134302.0
3682,February 2001,Total betting and gaming receipts,121009.0
3683,March 2001,Total betting and gaming receipts,107130.0
3684,April 2001,Total betting and gaming receipts,123599.0
3685,May 2001,Total betting and gaming receipts,131879.0
3686,June 2001,Total betting and gaming receipts,114531.0
3687,July 2001,Total betting and gaming receipts,148347.0
3688,August 2001,Total betting and gaming receipts,133561.0
3689,September 2001,Total betting and gaming receipts,111656.0
3690,October 2001,Total betting and gaming receipts,158963.0
3691,November 2001,Total betting and gaming receipts,91196.0
3692,December 2001,Total betting and gaming receipts,100637.0
3693,January 2002,Total betting and gaming receipts,117187.0
3694,February 2002,Total betting and gaming receipts,112609.0
3695,March 2002,Total betting and gaming receipts,94841.0
3696,April 2002,Total betting and gaming receipts,127293.0
3697,May 2002,Total betting and gaming receipts,106343.0
3698,June 2002,Total betting and gaming receipts,94423.0
3699,July 2002,Total betting and gaming receipts,144215.0
3700,August 2002,Total betting and gaming receipts,82799.0
3701,September 2002,Total betting and gaming receipts,101033.0
3702,October 2002,Total betting and gaming receipts,113830.0
3703,November 2002,Total betting and gaming receipts,107419.0
3704,December 2002,Total betting and gaming receipts,95883.0
3705,January 2003,Total betting and gaming receipts,122588.0
3706,February 2003,Total betting and gaming receipts,101439.0
3707,March 2003,Total betting and gaming receipts,94656.0
3708,April 2003,Total betting and gaming receipts,127086.0
3709,May 2003,Total betting and gaming receipts,105052.0
3710,June 2003,Total betting and gaming receipts,102204.0
3711,July 2003,Total betting and gaming receipts,133600.0
3712,August 2003,Total betting and gaming receipts,94763.0
3713,September 2003,Total betting and gaming receipts,111007.0
3714,October 2003,Total betting and gaming receipts,110428.0
3715,November 2003,Total betting and gaming receipts,121857.0
3716,December 2003,Total betting and gaming receipts,103292.0
3717,January 2004,Total betting and gaming receipts,123335.0
3718,February 2004,Total betting and gaming receipts,110942.0
3719,March 2004,Total betting and gaming receipts,103589.0
3720,April 2004,Total betting and gaming receipts,129120.0
3721,May 2004,Total betting and gaming receipts,119607.0
3722,June 2004,Total betting and gaming receipts,112391.0
3723,July 2004,Total betting and gaming receipts,119115.0
3724,August 2004,Total betting and gaming receipts,141850.0
3725,September 2004,Total betting and gaming receipts,96329.0
3726,October 2004,Total betting and gaming receipts,107933.0
3727,November 2004,Total betting and gaming receipts,155410.0
3728,December 2004,Total betting and gaming receipts,95200.0
3729,January 2005,Total betting and gaming receipts,114364.0
3730,February 2005,Total betting and gaming receipts,129586.0
3731,March 2005,Total betting and gaming receipts,99811.0
3732,April 2005,Total betting and gaming receipts,116994.0
3733,May 2005,Total betting and gaming receipts,134337.0
3734,June 2005,Total betting and gaming receipts,104356.0
3735,July 2005,Total betting and gaming receipts,94594.0
3736,August 2005,Total betting and gaming receipts,161944.0
3737,September 2005,Total betting and gaming receipts,103490.0
3738,October 2005,Total betting and gaming receipts,117528.0
3739,November 2005,Total betting and gaming receipts,130745.0
3740,December 2005,Total betting and gaming receipts,97209.0
3741,January 2006,Total betting and gaming receipts,113677.0
3742,February 2006,Total betting and gaming receipts,144811.0
3743,March 2006,Total betting and gaming receipts,101402.0
3744,April 2006,Total betting and gaming receipts,94704.0
3745,May 2006,Total betting and gaming receipts,142648.0
3746,June 2006,Total betting and gaming receipts,91557.0
3747,July 2006,Total betting and gaming receipts,132640.0
3748,August 2006,Total betting and gaming receipts,150991.0
3749,September 2006,Total betting and gaming receipts,92727.0
3750,October 2006,Total betting and gaming receipts,126263.0
3751,November 2006,Total betting and gaming receipts,121547.0
3752,December 2006,Total betting and gaming receipts,100925.0
3753,January 2007,Total betting and gaming receipts,121257.0
3754,February 2007,Total betting and gaming receipts,115493.0
3755,March 2007,Total betting and gaming receipts,99810.0
3756,April 2007,Total betting and gaming receipts,132204.0
3757,May 2007,Total betting and gaming receipts,124983.0
3758,June 2007,Total betting and gaming receipts,96652.0
3759,July 2007,Total betting and gaming receipts,139014.0
3760,August 2007,Total betting and gaming receipts,153274.0
3761,September 2007,Total betting and gaming receipts,97528.0
3762,October 2007,Total betting and gaming receipts,126700.0
3763,November 2007,Total betting and gaming receipts,131688.0
3764,December 2007,Total betting and gaming receipts,107831.0
3765,January 2008,Total betting and gaming receipts,127096.0
3766,February 2008,Total betting and gaming receipts,133893.0
3767,March 2008,Total betting and gaming receipts,110213.0
3768,April 2008,Total betting and gaming receipts,127550.0
3769,May 2008,Total betting and gaming receipts,128671.0
3770,June 2008,Total betting and gaming receipts,107435.0
3771,July 2008,Total betting and gaming receipts,160705.0
3772,August 2008,Total betting and gaming receipts,111961.0
3773,September 2008,Total betting and gaming receipts,113499.0
3774,October 2008,Total betting and gaming receipts,122648.0
3775,November 2008,Total betting and gaming receipts,125172.0
3776,December 2008,Total betting and gaming receipts,114022.0
3777,January 2009,Total betting and gaming receipts,107365.0
3778,February 2009,Total betting and gaming receipts,145083.0
3779,March 2009,Total betting and gaming receipts,110314.0
3780,April 2009,Total betting and gaming receipts,100528.0
3781,May 2009,Total betting and gaming receipts,135087.0
3782,June 2009,Total betting and gaming receipts,117227.0
3783,July 2009,Total betting and gaming receipts,106348.0
3784,August 2009,Total betting and gaming receipts,158261.0
3785,September 2009,Total betting and gaming receipts,106007.0
3786,October 2009,Total betting and gaming receipts,103514.0
3787,November 2009,Total betting and gaming receipts,147320.0
3788,December 2009,Total betting and gaming receipts,110067.0
3789,January 2010,Total betting and gaming receipts,108001.0
3790,February 2010,Total betting and gaming receipts,141841.0
3791,March 2010,Total betting and gaming receipts,105173.0
3792,April 2010,Total betting and gaming receipts,119903.0
3793,May 2010,Total betting and gaming receipts,138604.0
3794,June 2010,Total betting and gaming receipts,124072.0
3795,July 2010,Total betting and gaming receipts,141620.0
3796,August 2010,Total betting and gaming receipts,159403.0
3797,September 2010,Total betting and gaming receipts,98938.0
3798,October 2010,Total betting and gaming receipts,128622.0
3799,November 2010,Total betting and gaming receipts,154529.0
3800,December 2010,Total betting and gaming receipts,106151.0
3801,January 2011,Total betting and gaming receipts,132210.0
3802,February 2011,Total betting and gaming receipts,123178.0
3803,March 2011,Total betting and gaming receipts,105479.0
3804,April 2011,Total betting and gaming receipts,117601.0
3805,May 2011,Total betting and gaming receipts,173997.0
3806,June 2011,Total betting and gaming receipts,103538.0
3807,July 2011,Total betting and gaming receipts,156007.0
3808,August 2011,Total betting and gaming receipts,186193.0
3809,September 2011,Total betting and gaming receipts,109423.0
3810,October 2011,Total betting and gaming receipts,133850.0
3811,November 2011,Total betting and gaming receipts,153471.0
3812,December 2011,Total betting and gaming receipts,105582.0
3813,January 2012,Total betting and gaming receipts,167353.0
3814,February 2012,Total betting and gaming receipts,121614.0
3815,March 2012,Total betting and gaming receipts,104856.0
3816,April 2012,Total betting and gaming receipts,146605.0
3817,May 2012,Total betting and gaming receipts,153633.0
3818,June 2012,Total betting and gaming receipts,104940.0
3819,July 2012,Total betting and gaming receipts,162681.0
3820,August 2012,Total betting and gaming receipts,187733.0
3821,September 2012,Total betting and gaming receipts,117900.0
3822,October 2012,Total betting and gaming receipts,126619.0
3823,November 2012,Total betting and gaming receipts,164234.0
3824,December 2012,Total betting and gaming receipts,124182.0
3825,January 2013,Total betting and gaming receipts,146551.0
3826,February 2013,Total betting and gaming receipts,149803.0
3827,March 2013,Total betting and gaming receipts,94650.0
3828,April 2013,Total betting and gaming receipts,161015.0
3829,May 2013,Total betting and gaming receipts,211883.0
3830,June 2013,Total betting and gaming receipts,111763.0
3831,July 2013,Total betting and gaming receipts,226319.0
3832,August 2013,Total betting and gaming receipts,205799.0
3833,September 2013,Total betting and gaming receipts,125137.0
3834,October 2013,Total betting and gaming receipts,197833.0
3835,November 2013,Total betting and gaming receipts,190592.0
3836,December 2013,Total betting and gaming receipts,136607.0
3837,January 2014,Total betting and gaming receipts,222213.0
3838,February 2014,Total betting and gaming receipts,188342.0
3839,March 2014,Total betting and gaming receipts,120969.0
3840,April 2014,Total betting and gaming receipts,191029.0
3841,May 2014,Total betting and gaming receipts,219616.0
3842,June 2014,Total betting and gaming receipts,135955.0
3843,July 2014,Total betting and gaming receipts,209557.0
3844,August 2014,Total betting and gaming receipts,195883.0
3845,September 2014,Total betting and gaming receipts,136915.0
3846,October 2014,Total betting and gaming receipts,241984.0
3847,November 2014,Total betting and gaming receipts,216664.0
3848,December 2014,Total betting and gaming receipts,120636.0
3849,January 2015,Total betting and gaming receipts,153120.0
3850,February 2015,Total betting and gaming receipts,212845.0
3851,March 2015,Total betting and gaming receipts,81785.0
3852,April 2015,Total betting and gaming receipts,173970.0
3853,May 2015,Total betting and gaming receipts,363884.0
3854,June 2015,Total betting and gaming receipts,115513.0
3855,July 2015,Total betting and gaming receipts,351940.0
3856,August 2015,Total betting and gaming receipts,200647.0
3857,September 2015,Total betting and gaming receipts,110590.0
3858,October 2015,Total betting and gaming receipts,283064.0
3859,November 2015,Total betting and gaming receipts,261334.0
3860,December 2015,Total betting and gaming receipts,106221.0
3861,January 2016,Total betting and gaming receipts,279858.0
3862,February 2016,Total betting and gaming receipts,319833.0
3863,March 2016,Total betting and gaming receipts,99570.0
3864,April 2016,Total betting and gaming receipts,264872.0
3865,May 2016,Total betting and gaming receipts,308302.0
3866,June 2016,Total betting and gaming receipts,85380.0
3867,July 2016,Total betting and gaming receipts,357708.0
3868,August 2016,Total betting and gaming receipts,261416.0
3869,September 2016,Total betting and gaming receipts,74747.0
3870,October 2016,Total betting and gaming receipts,379015.0
3871,November 2016,Total betting and gaming receipts,246206.0
3872,December 2016,Total betting and gaming receipts,104526.0
3873,January 2017,Total betting and gaming receipts,405272.0
3874,February 2017,Total betting and gaming receipts,141569.0
3875,March 2017,Total betting and gaming receipts,112982.0
3876,April 2017,Total betting and gaming receipts,234151.0
3877,May 2017,Total betting and gaming receipts,374499.0
3878,June 2017,Total betting and gaming receipts,136473.0
3879,July 2017,Total betting and gaming receipts,391296.0
3880,August 2017,Total betting and gaming receipts,125252.0
3881,September 2017,Total betting and gaming receipts,80045.0
3882,October 2017,Total betting and gaming receipts,537924.0
3883,November 2017,Total betting and gaming receipts,174619.0
3884,December 2017,Total betting and gaming receipts,101467.0
3885,January 2018,Total betting and gaming receipts,454641.0
3886,February 2018,Total betting and gaming receipts,130318.0
3887,March 2018,Total betting and gaming receipts,119712.0
3888,April 2018,Total betting and gaming receipts,376729.0
3889,May 2018,Total betting and gaming receipts,281046.0
3890,June 2018,Total betting and gaming receipts,129168.0
3891,July 2018,Total betting and gaming receipts,445379.0
3892,August 2018,Total betting and gaming receipts,137806.0
3893,September 2018,Total betting and gaming receipts,84618.0
3894,October 2018,Total betting and gaming receipts,556659.0
3895,November 2018,Total betting and gaming receipts,152141.0
3896,December 2018,Total betting and gaming receipts,115459.0
3897,January 2019,Total betting and gaming receipts,257428.0
3898,February 2019,Total betting and gaming receipts,323242.0
3899,March 2019,Total betting and gaming receipts,125551.0
3900,April 2019,Total betting and gaming receipts,360867.0
3901,May 2019,Total betting and gaming receipts,282780.0
3902,June 2019,Total betting and gaming receipts,87559.0
3903,July 2019,Total betting and gaming receipts,492138.0
3904,August 2019,Total betting and gaming receipts,128243.0
3905,September 2019,Total betting and gaming receipts,110922.0
3906,October 2019,Total betting and gaming receipts,522604.0
3907,November 2019,Total betting and gaming receipts,194937.0
3908,December 2019,Total betting and gaming receipts,141589.0
3909,January 2020,Total betting and gaming receipts,435685.0
3910,February 2020,Total betting and gaming receipts,128722.0
3911,March 2020,Total betting and gaming receipts,133318.0
3912,April 2020,Total betting and gaming receipts,225120.0
3913,May 2020,Total betting and gaming receipts,257787.0
3914,June 2020,Total betting and gaming receipts,150171.0
3915,July 2020,Total betting and gaming receipts,414407.0
3916,August 2020,Total betting and gaming receipts,148530.0
3917,September 2020,Total betting and gaming receipts,147588.0
3918,October 2020,Total betting and gaming receipts,297910.0
3919,November 2020,Total betting and gaming receipts,350143.0
3920,December 2020,Total betting and gaming receipts,124682.0
3921,January 2021,Total betting and gaming receipts,435322.0
3922,February 2021,Total betting and gaming receipts,162228.0
3923,March 2021,Total betting and gaming receipts,122953.0
3924,April 2021,Total betting and gaming receipts,414641.0
3925,May 2021,Total betting and gaming receipts,146334.0
3926,June 2021,Total betting and gaming receipts,148187.0
3927,July 2021,Total betting and gaming receipts,420725.0
3928,August 2021,Total betting and gaming receipts,225169.0
3929,September 2021,Total betting and gaming receipts,100490.0
3930,October 2021,Total betting and gaming receipts,348785.0
3931,November 2021,Total betting and gaming receipts,353664.0
3932,December 2021,Total betting and gaming receipts,107793.0
3933,January 2022,Total betting and gaming receipts,508802.0
3934,February 2022,Total betting and gaming receipts,156199.0
3935,March 2022,Total betting and gaming receipts,143340.0
3936,April 2022,Total betting and gaming receipts,503678.0
3937,May 2022,Total betting and gaming receipts,194313.0
3938,June 2022,Total betting and gaming receipts,111942.0
3939,July 2022,Total betting and gaming receipts,325827.0
3940,August 2022,Total betting and gaming receipts,390248.0
3941,September 2022,Total betting and gaming receipts,93304.0
