,date,variable,value
0,April 1986,General Betting Duty,24795.0
1,May 1986,General Betting Duty,35063.0
2,June 1986,General Betting Duty,33240.0
3,July 1986,General Betting Duty,32345.0
4,August 1986,General Betting Duty,30631.0
5,September 1986,General Betting Duty,32603.0
6,October 1986,General Betting Duty,30661.0
7,November 1986,General Betting Duty,30191.0
8,December 1986,General Betting Duty,20050.0
9,January 1987,General Betting Duty,28526.0
10,February 1987,General Betting Duty,22595.0
11,March 1987,General Betting Duty,23728.0
12,April 1987,General Betting Duty,23306.0
13,May 1987,General Betting Duty,35028.0
14,June 1987,General Betting Duty,36191.0
15,July 1987,General Betting Duty,33726.0
16,August 1987,General Betting Duty,32876.0
17,September 1987,General Betting Duty,30283.0
18,October 1987,General Betting Duty,28159.0
19,November 1987,General Betting Duty,33683.0
20,December 1987,General Betting Duty,23214.0
21,January 1988,General Betting Duty,24398.0
22,February 1988,General Betting Duty,33366.0
23,March 1988,General Betting Duty,24628.0
24,April 1988,General Betting Duty,31120.0
25,May 1988,General Betting Duty,38004.0
26,June 1988,General Betting Duty,41678.0
27,July 1988,General Betting Duty,32003.0
28,August 1988,General Betting Duty,38729.0
29,September 1988,General Betting Duty,31696.0
30,October 1988,General Betting Duty,38943.0
31,November 1988,General Betting Duty,34216.0
32,December 1988,General Betting Duty,26799.0
33,January 1989,General Betting Duty,36474.0
34,February 1989,General Betting Duty,32053.0
35,March 1989,General Betting Duty,35480.0
36,April 1989,General Betting Duty,37036.0
37,May 1989,General Betting Duty,43732.0
38,June 1989,General Betting Duty,34211.0
39,July 1989,General Betting Duty,45180.0
40,August 1989,General Betting Duty,40451.0
41,September 1989,General Betting Duty,36805.0
42,October 1989,General Betting Duty,41049.0
43,November 1989,General Betting Duty,38332.0
44,December 1989,General Betting Duty,33051.0
45,January 1990,General Betting Duty,36758.0
46,February 1990,General Betting Duty,40144.0
47,March 1990,General Betting Duty,32000.0
48,April 1990,General Betting Duty,41450.0
49,May 1990,General Betting Duty,50505.0
50,June 1990,General Betting Duty,42258.0
51,July 1990,General Betting Duty,43196.0
52,August 1990,General Betting Duty,43310.0
53,September 1990,General Betting Duty,39733.0
54,October 1990,General Betting Duty,42200.0
55,November 1990,General Betting Duty,43817.0
56,December 1990,General Betting Duty,37402.0
57,January 1991,General Betting Duty,35390.0
58,February 1991,General Betting Duty,35539.0
59,March 1991,General Betting Duty,24264.0
60,April 1991,General Betting Duty,42107.0
61,May 1991,General Betting Duty,46358.0
62,June 1991,General Betting Duty,41958.0
63,July 1991,General Betting Duty,44732.0
64,August 1991,General Betting Duty,39403.0
65,September 1991,General Betting Duty,39794.0
66,October 1991,General Betting Duty,40816.0
67,November 1991,General Betting Duty,43668.0
68,December 1991,General Betting Duty,36011.0
69,January 1992,General Betting Duty,34358.0
70,February 1992,General Betting Duty,36497.0
71,March 1992,General Betting Duty,35866.0
72,April 1992,General Betting Duty,40396.0
73,May 1992,General Betting Duty,43916.0
74,June 1992,General Betting Duty,39711.0
75,July 1992,General Betting Duty,41540.0
76,August 1992,General Betting Duty,41138.0
77,September 1992,General Betting Duty,38858.0
78,October 1992,General Betting Duty,40665.0
79,November 1992,General Betting Duty,42090.0
80,December 1992,General Betting Duty,33699.0
81,January 1993,General Betting Duty,35539.0
82,February 1993,General Betting Duty,36560.0
83,March 1993,General Betting Duty,39596.0
84,April 1993,General Betting Duty,41924.0
85,May 1993,General Betting Duty,45038.0
86,June 1993,General Betting Duty,45105.0
87,July 1993,General Betting Duty,46733.0
88,August 1993,General Betting Duty,48695.0
89,September 1993,General Betting Duty,43478.0
90,October 1993,General Betting Duty,41215.0
91,November 1993,General Betting Duty,40542.0
92,December 1993,General Betting Duty,33981.0
93,January 1994,General Betting Duty,33906.0
94,February 1994,General Betting Duty,37955.0
95,March 1994,General Betting Duty,36287.0
96,April 1994,General Betting Duty,40293.0
97,May 1994,General Betting Duty,49311.0
98,June 1994,General Betting Duty,48768.0
99,July 1994,General Betting Duty,47756.0
100,August 1994,General Betting Duty,48571.0
101,September 1994,General Betting Duty,43720.0
102,October 1994,General Betting Duty,45505.0
103,November 1994,General Betting Duty,41322.0
104,December 1994,General Betting Duty,35371.0
105,January 1995,General Betting Duty,34182.0
106,February 1995,General Betting Duty,34349.0
107,March 1995,General Betting Duty,39434.0
108,April 1995,General Betting Duty,39478.0
109,May 1995,General Betting Duty,51520.0
110,June 1995,General Betting Duty,47311.0
111,July 1995,General Betting Duty,50498.0
112,August 1995,General Betting Duty,46371.0
113,September 1995,General Betting Duty,40428.0
114,October 1995,General Betting Duty,41889.0
115,November 1995,General Betting Duty,40989.0
116,December 1995,General Betting Duty,34830.0
117,January 1996,General Betting Duty,29705.0
118,February 1996,General Betting Duty,29363.0
119,March 1996,General Betting Duty,36874.0
120,April 1996,General Betting Duty,40406.0
121,May 1996,General Betting Duty,38910.0
122,June 1996,General Betting Duty,41064.0
123,July 1996,General Betting Duty,43925.0
124,August 1996,General Betting Duty,40268.0
125,September 1996,General Betting Duty,39782.0
126,October 1996,General Betting Duty,36090.0
127,November 1996,General Betting Duty,38608.0
128,December 1996,General Betting Duty,33485.0
129,January 1997,General Betting Duty,35024.0
130,February 1997,General Betting Duty,31340.0
131,March 1997,General Betting Duty,34587.0
132,April 1997,General Betting Duty,37724.0
133,May 1997,General Betting Duty,40901.0
134,June 1997,General Betting Duty,44270.0
135,July 1997,General Betting Duty,43956.0
136,August 1997,General Betting Duty,39947.0
137,September 1997,General Betting Duty,38088.0
138,October 1997,General Betting Duty,34988.0
139,November 1997,General Betting Duty,41215.0
140,December 1997,General Betting Duty,37588.0
141,January 1998,General Betting Duty,34106.0
142,February 1998,General Betting Duty,34610.0
143,March 1998,General Betting Duty,35016.0
144,April 1998,General Betting Duty,40235.0
145,May 1998,General Betting Duty,42883.0
146,June 1998,General Betting Duty,44967.0
147,July 1998,General Betting Duty,47451.0
148,August 1998,General Betting Duty,44703.0
149,September 1998,General Betting Duty,38973.0
150,October 1998,General Betting Duty,38534.0
151,November 1998,General Betting Duty,41770.0
152,December 1998,General Betting Duty,35410.0
153,January 1999,General Betting Duty,33234.0
154,February 1999,General Betting Duty,35026.0
155,March 1999,General Betting Duty,36668.0
156,April 1999,General Betting Duty,42454.0
157,May 1999,General Betting Duty,43059.0
158,June 1999,General Betting Duty,45642.0
159,July 1999,General Betting Duty,47954.0
160,August 1999,General Betting Duty,49003.0
161,September 1999,General Betting Duty,40216.0
162,October 1999,General Betting Duty,42350.0
163,November 1999,General Betting Duty,40305.0
164,December 1999,General Betting Duty,35943.0
165,January 2000,General Betting Duty,33453.0
166,February 2000,General Betting Duty,36336.0
167,March 2000,General Betting Duty,35722.0
168,April 2000,General Betting Duty,42100.0
169,May 2000,General Betting Duty,40876.0
170,June 2000,General Betting Duty,43218.0
171,July 2000,General Betting Duty,50909.0
172,August 2000,General Betting Duty,47268.0
173,September 2000,General Betting Duty,45024.0
174,October 2000,General Betting Duty,40597.0
175,November 2000,General Betting Duty,37801.0
176,December 2000,General Betting Duty,35013.0
177,January 2001,General Betting Duty,35048.0
178,February 2001,General Betting Duty,36258.0
179,March 2001,General Betting Duty,33308.0
180,April 2001,General Betting Duty,33777.0
181,May 2001,General Betting Duty,44251.0
182,June 2001,General Betting Duty,46330.0
183,July 2001,General Betting Duty,53138.0
184,August 2001,General Betting Duty,50092.0
185,September 2001,General Betting Duty,47742.0
186,October 2001,General Betting Duty,57525.0
187,November 2001,General Betting Duty,1424.0
188,December 2001,General Betting Duty,35121.0
189,January 2002,General Betting Duty,17942.0
190,February 2002,General Betting Duty,22324.0
191,March 2002,General Betting Duty,22900.0
192,April 2002,General Betting Duty,26333.0
193,May 2002,General Betting Duty,26589.0
194,June 2002,General Betting Duty,22849.0
195,July 2002,General Betting Duty,32376.0
196,August 2002,General Betting Duty,20996.0
197,September 2002,General Betting Duty,25806.0
198,October 2002,General Betting Duty,24580.0
199,November 2002,General Betting Duty,25850.0
200,December 2002,General Betting Duty,22493.0
201,January 2003,General Betting Duty,23824.0
202,February 2003,General Betting Duty,23400.0
203,March 2003,General Betting Duty,28740.0
204,April 2003,General Betting Duty,25073.0
205,May 2003,General Betting Duty,33390.0
206,June 2003,General Betting Duty,30404.0
207,July 2003,General Betting Duty,33053.0
208,August 2003,General Betting Duty,30760.0
209,September 2003,General Betting Duty,33089.0
210,October 2003,General Betting Duty,33091.0
211,November 2003,General Betting Duty,33742.0
212,December 2003,General Betting Duty,30746.0
213,January 2004,General Betting Duty,32987.0
214,February 2004,General Betting Duty,30591.0
215,March 2004,General Betting Duty,35663.0
216,April 2004,General Betting Duty,42556.0
217,May 2004,General Betting Duty,41946.0
218,June 2004,General Betting Duty,31995.0
219,July 2004,General Betting Duty,43637.0
220,August 2004,General Betting Duty,40007.0
221,September 2004,General Betting Duty,32500.0
222,October 2004,General Betting Duty,34594.0
223,November 2004,General Betting Duty,38769.0
224,December 2004,General Betting Duty,32004.0
225,January 2005,General Betting Duty,31745.0
226,February 2005,General Betting Duty,39223.0
227,March 2005,General Betting Duty,33935.0
228,April 2005,General Betting Duty,38126.0
229,May 2005,General Betting Duty,41054.0
230,June 2005,General Betting Duty,37579.0
231,July 2005,General Betting Duty,33893.0
232,August 2005,General Betting Duty,48539.0
233,September 2005,General Betting Duty,36448.0
234,October 2005,General Betting Duty,36563.0
235,November 2005,General Betting Duty,36163.0
236,December 2005,General Betting Duty,34726.0
237,January 2006,General Betting Duty,30420.0
238,February 2006,General Betting Duty,29953.0
239,March 2006,General Betting Duty,29312.0
240,April 2006,General Betting Duty,26166.0
241,May 2006,General Betting Duty,38320.0
242,June 2006,General Betting Duty,28394.0
243,July 2006,General Betting Duty,41375.0
244,August 2006,General Betting Duty,26015.0
245,September 2006,General Betting Duty,29471.0
246,October 2006,General Betting Duty,32239.0
247,November 2006,General Betting Duty,28590.0
248,December 2006,General Betting Duty,29301.0
249,January 2007,General Betting Duty,34131.0
250,February 2007,General Betting Duty,28339.0
251,March 2007,General Betting Duty,30422.0
252,April 2007,General Betting Duty,36427.0
253,May 2007,General Betting Duty,34243.0
254,June 2007,General Betting Duty,34404.0
255,July 2007,General Betting Duty,44646.0
256,August 2007,General Betting Duty,27398.0
257,September 2007,General Betting Duty,33284.0
258,October 2007,General Betting Duty,30635.0
259,November 2007,General Betting Duty,34916.0
260,December 2007,General Betting Duty,40461.0
261,January 2008,General Betting Duty,38519.0
262,February 2008,General Betting Duty,31163.0
263,March 2008,General Betting Duty,37516.0
264,April 2008,General Betting Duty,43572.0
265,May 2008,General Betting Duty,38828.0
266,June 2008,General Betting Duty,29434.0
267,July 2008,General Betting Duty,31997.0
268,August 2008,General Betting Duty,27938.0
269,September 2008,General Betting Duty,29453.0
270,October 2008,General Betting Duty,29273.0
271,November 2008,General Betting Duty,30087.0
272,December 2008,General Betting Duty,35284.0
273,January 2009,General Betting Duty,32615.0
274,February 2009,General Betting Duty,29235.0
275,March 2009,General Betting Duty,30829.0
276,April 2009,General Betting Duty,28814.0
277,May 2009,General Betting Duty,35335.0
278,June 2009,General Betting Duty,28408.0
279,July 2009,General Betting Duty,28342.0
280,August 2009,General Betting Duty,21350.0
281,September 2009,General Betting Duty,22320.0
282,October 2009,General Betting Duty,25164.0
283,November 2009,General Betting Duty,36388.0
284,December 2009,General Betting Duty,25549.0
285,January 2010,General Betting Duty,25568.0
286,February 2010,General Betting Duty,24154.0
287,March 2010,General Betting Duty,22813.0
288,April 2010,General Betting Duty,31661.0
289,May 2010,General Betting Duty,28723.0
290,June 2010,General Betting Duty,30420.0
291,July 2010,General Betting Duty,33082.0
292,August 2010,General Betting Duty,26433.0
293,September 2010,General Betting Duty,25647.0
294,October 2010,General Betting Duty,32143.0
295,November 2010,General Betting Duty,26585.0
296,December 2010,General Betting Duty,26751.0
297,January 2011,General Betting Duty,24013.0
298,February 2011,General Betting Duty,23442.0
299,March 2011,General Betting Duty,25878.0
300,April 2011,General Betting Duty,35182.0
301,May 2011,General Betting Duty,23591.0
302,June 2011,General Betting Duty,21096.0
303,July 2011,General Betting Duty,22306.0
304,August 2011,General Betting Duty,37116.0
305,September 2011,General Betting Duty,30115.0
306,October 2011,General Betting Duty,25187.0
307,November 2011,General Betting Duty,25235.0
308,December 2011,General Betting Duty,24817.0
309,January 2012,General Betting Duty,27132.0
310,February 2012,General Betting Duty,27552.0
311,March 2012,General Betting Duty,28255.0
312,April 2012,General Betting Duty,41715.0
313,May 2012,General Betting Duty,33291.0
314,June 2012,General Betting Duty,23627.0
315,July 2012,General Betting Duty,29535.0
316,August 2012,General Betting Duty,27746.0
317,September 2012,General Betting Duty,29705.0
318,October 2012,General Betting Duty,22385.0
319,November 2012,General Betting Duty,28965.0
320,December 2012,General Betting Duty,34942.0
321,January 2013,General Betting Duty,29103.0
322,February 2013,General Betting Duty,34543.0
323,March 2013,General Betting Duty,29470.0
324,April 2013,General Betting Duty,45981.0
325,May 2013,General Betting Duty,42961.0
326,June 2013,General Betting Duty,31198.0
327,July 2013,General Betting Duty,24544.0
328,August 2013,General Betting Duty,20952.0
329,September 2013,General Betting Duty,33970.0
330,October 2013,General Betting Duty,32482.0
331,November 2013,General Betting Duty,30122.0
332,December 2013,General Betting Duty,37832.0
333,January 2014,General Betting Duty,37516.0
334,February 2014,General Betting Duty,29061.0
335,March 2014,General Betting Duty,32198.0
336,April 2014,General Betting Duty,39825.0
337,May 2014,General Betting Duty,37035.0
338,June 2014,General Betting Duty,34731.0
339,July 2014,General Betting Duty,34318.0
340,August 2014,General Betting Duty,26125.0
341,September 2014,General Betting Duty,41411.0
342,October 2014,General Betting Duty,36018.0
343,November 2014,General Betting Duty,23067.0
344,December 2014,General Betting Duty,20439.0
345,January 2015,General Betting Duty,80.0
346,February 2015,General Betting Duty,61.0
347,March 2015,General Betting Duty,-1410.0
348,April 2015,General Betting Duty,15672.0
349,May 2015,General Betting Duty,108501.0
350,June 2015,General Betting Duty,5357.0
351,July 2015,General Betting Duty,85202.0
352,August 2015,General Betting Duty,33283.0
353,September 2015,General Betting Duty,7301.0
354,October 2015,General Betting Duty,60375.0
355,November 2015,General Betting Duty,51313.0
356,December 2015,General Betting Duty,12172.0
357,January 2016,General Betting Duty,72945.0
358,February 2016,General Betting Duty,43600.0
359,March 2016,General Betting Duty,12545.0
360,April 2016,General Betting Duty,77660.0
361,May 2016,General Betting Duty,39121.0
362,June 2016,General Betting Duty,3078.0
363,July 2016,General Betting Duty,118654.0
364,August 2016,General Betting Duty,29825.0
365,September 2016,General Betting Duty,-5468.0
366,October 2016,General Betting Duty,119735.0
367,November 2016,General Betting Duty,2976.0
368,December 2016,General Betting Duty,21149.0
369,January 2017,General Betting Duty,74145.0
370,February 2017,General Betting Duty,23478.0
371,March 2017,General Betting Duty,29648.0
372,April 2017,General Betting Duty,16764.0
373,May 2017,General Betting Duty,114766.0
374,June 2017,General Betting Duty,25720.0
375,July 2017,General Betting Duty,97043.0
376,August 2017,General Betting Duty,3717.0
377,September 2017,General Betting Duty,5833.0
378,October 2017,General Betting Duty,117655.0
379,November 2017,General Betting Duty,3450.0
380,December 2017,General Betting Duty,21760.0
381,January 2018,General Betting Duty,127429.0
382,February 2018,General Betting Duty,15651.0
383,March 2018,General Betting Duty,22011.0
384,April 2018,General Betting Duty,85792.0
385,May 2018,General Betting Duty,31263.0
386,June 2018,General Betting Duty,51497.0
387,July 2018,General Betting Duty,127730.0
388,August 2018,General Betting Duty,9140.0
389,September 2018,General Betting Duty,2397.0
390,October 2018,General Betting Duty,132426.0
391,November 2018,General Betting Duty,7571.0
392,December 2018,General Betting Duty,22959.0
393,January 2019,General Betting Duty,36458.0
394,February 2019,General Betting Duty,88628.0
395,March 2019,General Betting Duty,23300.0
396,April 2019,General Betting Duty,80546.0
397,May 2019,General Betting Duty,33772.0
398,June 2019,General Betting Duty,1319.0
399,July 2019,General Betting Duty,152927.0
400,August 2019,General Betting Duty,4543.0
401,September 2019,General Betting Duty,1173.0
402,October 2019,General Betting Duty,146019.0
403,November 2019,General Betting Duty,5632.0
404,December 2019,General Betting Duty,21464.0
405,January 2020,General Betting Duty,109042.0
406,February 2020,General Betting Duty,5978.0
407,March 2020,General Betting Duty,23760.0
408,April 2020,General Betting Duty,37817.0
409,May 2020,General Betting Duty,82273.0
410,June 2020,General Betting Duty,20417.0
411,July 2020,General Betting Duty,79752.0
412,August 2020,General Betting Duty,15064.0
413,September 2020,General Betting Duty,29754.0
414,October 2020,General Betting Duty,50101.0
415,November 2020,General Betting Duty,89638.0
416,December 2020,General Betting Duty,29636.0
417,January 2021,General Betting Duty,143750.0
418,February 2021,General Betting Duty,6898.0
419,March 2021,General Betting Duty,9760.0
420,April 2021,General Betting Duty,138159.0
421,May 2021,General Betting Duty,5329.0
422,June 2021,General Betting Duty,27740.0
423,July 2021,General Betting Duty,113655.0
424,August 2021,General Betting Duty,35506.0
425,September 2021,General Betting Duty,8836.0
426,October 2021,General Betting Duty,72274.0
427,November 2021,General Betting Duty,67043.0
428,December 2021,General Betting Duty,6158.0
429,January 2022,General Betting Duty,129530.0
430,February 2022,General Betting Duty,18057.0
431,March 2022,General Betting Duty,27203.0
432,April 2022,General Betting Duty,115003.0
433,May 2022,General Betting Duty,24740.0
434,June 2022,General Betting Duty,24030.0
435,July 2022,General Betting Duty,77405.0
436,August 2022,General Betting Duty,63876.0
437,September 2022,General Betting Duty,4632.0
438,April 1986,Pool Betting Duty,20308.0
439,May 1986,Pool Betting Duty,20857.0
440,June 1986,Pool Betting Duty,18118.0
441,July 1986,Pool Betting Duty,20693.0
442,August 1986,Pool Betting Duty,15071.0
443,September 1986,Pool Betting Duty,20207.0
444,October 1986,Pool Betting Duty,25048.0
445,November 1986,Pool Betting Duty,20372.0
446,December 1986,Pool Betting Duty,30667.0
447,January 1987,Pool Betting Duty,15458.0
448,February 1987,Pool Betting Duty,26030.0
449,March 1987,Pool Betting Duty,21408.0
450,April 1987,Pool Betting Duty,26234.0
451,May 1987,Pool Betting Duty,20110.0
452,June 1987,Pool Betting Duty,18477.0
453,July 1987,Pool Betting Duty,23007.0
454,August 1987,Pool Betting Duty,18103.0
455,September 1987,Pool Betting Duty,25608.0
456,October 1987,Pool Betting Duty,26648.0
457,November 1987,Pool Betting Duty,22605.0
458,December 1987,Pool Betting Duty,27626.0
459,January 1988,Pool Betting Duty,14412.0
460,February 1988,Pool Betting Duty,22431.0
461,March 1988,Pool Betting Duty,31694.0
462,April 1988,Pool Betting Duty,22475.0
463,May 1988,Pool Betting Duty,21725.0
464,June 1988,Pool Betting Duty,24908.0
465,July 1988,Pool Betting Duty,19620.0
466,August 1988,Pool Betting Duty,18917.0
467,September 1988,Pool Betting Duty,25671.0
468,October 1988,Pool Betting Duty,21705.0
469,November 1988,Pool Betting Duty,22772.0
470,December 1988,Pool Betting Duty,34720.0
471,January 1989,Pool Betting Duty,14496.0
472,February 1989,Pool Betting Duty,23088.0
473,March 1989,Pool Betting Duty,28800.0
474,April 1989,Pool Betting Duty,22751.0
475,May 1989,Pool Betting Duty,22323.0
476,June 1989,Pool Betting Duty,25333.0
477,July 1989,Pool Betting Duty,20076.0
478,August 1989,Pool Betting Duty,25142.0
479,September 1989,Pool Betting Duty,23851.0
480,October 1989,Pool Betting Duty,25603.0
481,November 1989,Pool Betting Duty,30487.0
482,December 1989,Pool Betting Duty,25791.0
483,January 1990,Pool Betting Duty,23953.0
484,February 1990,Pool Betting Duty,25837.0
485,March 1990,Pool Betting Duty,32614.0
486,April 1990,Pool Betting Duty,26315.0
487,May 1990,Pool Betting Duty,30325.0
488,June 1990,Pool Betting Duty,22326.0
489,July 1990,Pool Betting Duty,19004.0
490,August 1990,Pool Betting Duty,26479.0
491,September 1990,Pool Betting Duty,23048.0
492,October 1990,Pool Betting Duty,24582.0
493,November 1990,Pool Betting Duty,30791.0
494,December 1990,Pool Betting Duty,25267.0
495,January 1991,Pool Betting Duty,29142.0
496,February 1991,Pool Betting Duty,24124.0
497,March 1991,Pool Betting Duty,22540.0
498,April 1991,Pool Betting Duty,24827.0
499,May 1991,Pool Betting Duty,29388.0
500,June 1991,Pool Betting Duty,22860.0
501,July 1991,Pool Betting Duty,22974.0
502,August 1991,Pool Betting Duty,27872.0
503,September 1991,Pool Betting Duty,24044.0
504,October 1991,Pool Betting Duty,24514.0
505,November 1991,Pool Betting Duty,31098.0
506,December 1991,Pool Betting Duty,19372.0
507,January 1992,Pool Betting Duty,35644.0
508,February 1992,Pool Betting Duty,25315.0
509,March 1992,Pool Betting Duty,25567.0
510,April 1992,Pool Betting Duty,31778.0
511,May 1992,Pool Betting Duty,24236.0
512,June 1992,Pool Betting Duty,23135.0
513,July 1992,Pool Betting Duty,28795.0
514,August 1992,Pool Betting Duty,23019.0
515,September 1992,Pool Betting Duty,24433.0
516,October 1992,Pool Betting Duty,31340.0
517,November 1992,Pool Betting Duty,25367.0
518,December 1992,Pool Betting Duty,25869.0
519,January 1993,Pool Betting Duty,29355.0
520,February 1993,Pool Betting Duty,24982.0
521,March 1993,Pool Betting Duty,25918.0
522,April 1993,Pool Betting Duty,31597.0
523,May 1993,Pool Betting Duty,25112.0
524,June 1993,Pool Betting Duty,24244.0
525,July 1993,Pool Betting Duty,29581.0
526,August 1993,Pool Betting Duty,23856.0
527,September 1993,Pool Betting Duty,33191.0
528,October 1993,Pool Betting Duty,27206.0
529,November 1993,Pool Betting Duty,27717.0
530,December 1993,Pool Betting Duty,42746.0
531,January 1994,Pool Betting Duty,17794.0
532,February 1994,Pool Betting Duty,27709.0
533,March 1994,Pool Betting Duty,35807.0
534,April 1994,Pool Betting Duty,28547.0
535,May 1994,Pool Betting Duty,27636.0
536,June 1994,Pool Betting Duty,26613.0
537,July 1994,Pool Betting Duty,32006.0
538,August 1994,Pool Betting Duty,25531.0
539,September 1994,Pool Betting Duty,33811.0
540,October 1994,Pool Betting Duty,28241.0
541,November 1994,Pool Betting Duty,28644.0
542,December 1994,Pool Betting Duty,27252.0
543,January 1995,Pool Betting Duty,30027.0
544,February 1995,Pool Betting Duty,24294.0
545,March 1995,Pool Betting Duty,29011.0
546,April 1995,Pool Betting Duty,22250.0
547,May 1995,Pool Betting Duty,19001.0
548,June 1995,Pool Betting Duty,20844.0
549,July 1995,Pool Betting Duty,15920.0
550,August 1995,Pool Betting Duty,15217.0
551,September 1995,Pool Betting Duty,19429.0
552,October 1995,Pool Betting Duty,15718.0
553,November 1995,Pool Betting Duty,15407.0
554,December 1995,Pool Betting Duty,14964.0
555,January 1996,Pool Betting Duty,8587.0
556,February 1996,Pool Betting Duty,11717.0
557,March 1996,Pool Betting Duty,11754.0
558,April 1996,Pool Betting Duty,14495.0
559,May 1996,Pool Betting Duty,11396.0
560,June 1996,Pool Betting Duty,10141.0
561,July 1996,Pool Betting Duty,11847.0
562,August 1996,Pool Betting Duty,9104.0
563,September 1996,Pool Betting Duty,11284.0
564,October 1996,Pool Betting Duty,9462.0
565,November 1996,Pool Betting Duty,9421.0
566,December 1996,Pool Betting Duty,11722.0
567,January 1997,Pool Betting Duty,10678.0
568,February 1997,Pool Betting Duty,8370.0
569,March 1997,Pool Betting Duty,8580.0
570,April 1997,Pool Betting Duty,11022.0
571,May 1997,Pool Betting Duty,8369.0
572,June 1997,Pool Betting Duty,9386.0
573,July 1997,Pool Betting Duty,7271.0
574,August 1997,Pool Betting Duty,6979.0
575,September 1997,Pool Betting Duty,9000.0
576,October 1997,Pool Betting Duty,7155.0
577,November 1997,Pool Betting Duty,7212.0
578,December 1997,Pool Betting Duty,8899.0
579,January 1998,Pool Betting Duty,6037.0
580,February 1998,Pool Betting Duty,9120.0
581,March 1998,Pool Betting Duty,6472.0
582,April 1998,Pool Betting Duty,6391.0
583,May 1998,Pool Betting Duty,6072.0
584,June 1998,Pool Betting Duty,6989.0
585,July 1998,Pool Betting Duty,5409.0
586,August 1998,Pool Betting Duty,5176.0
587,September 1998,Pool Betting Duty,6516.0
588,October 1998,Pool Betting Duty,5417.0
589,November 1998,Pool Betting Duty,6651.0
590,December 1998,Pool Betting Duty,5250.0
591,January 1999,Pool Betting Duty,5717.0
592,February 1999,Pool Betting Duty,5342.0
593,March 1999,Pool Betting Duty,4912.0
594,April 1999,Pool Betting Duty,4655.0
595,May 1999,Pool Betting Duty,2791.0
596,June 1999,Pool Betting Duty,3016.0
597,July 1999,Pool Betting Duty,3214.0
598,August 1999,Pool Betting Duty,3233.0
599,September 1999,Pool Betting Duty,2703.0
600,October 1999,Pool Betting Duty,2865.0
601,November 1999,Pool Betting Duty,3618.0
602,December 1999,Pool Betting Duty,2685.0
603,January 2000,Pool Betting Duty,2191.0
604,February 2000,Pool Betting Duty,3969.0
605,March 2000,Pool Betting Duty,2648.0
606,April 2000,Pool Betting Duty,2414.0
607,May 2000,Pool Betting Duty,3286.0
608,June 2000,Pool Betting Duty,2383.0
609,July 2000,Pool Betting Duty,2285.0
610,August 2000,Pool Betting Duty,2828.0
611,September 2000,Pool Betting Duty,2259.0
612,October 2000,Pool Betting Duty,2903.0
613,November 2000,Pool Betting Duty,2407.0
614,December 2000,Pool Betting Duty,2245.0
615,January 2001,Pool Betting Duty,2929.0
616,February 2001,Pool Betting Duty,2082.0
617,March 2001,Pool Betting Duty,2169.0
618,April 2001,Pool Betting Duty,2711.0
619,May 2001,Pool Betting Duty,2120.0
620,June 2001,Pool Betting Duty,1996.0
621,July 2001,Pool Betting Duty,2344.0
622,August 2001,Pool Betting Duty,1847.0
623,September 2001,Pool Betting Duty,2013.0
624,October 2001,Pool Betting Duty,2526.0
625,November 2001,Pool Betting Duty,1926.0
626,December 2001,Pool Betting Duty,1767.0
627,January 2002,Pool Betting Duty,2479.0
628,February 2002,Pool Betting Duty,2098.0
629,March 2002,Pool Betting Duty,1926.0
630,April 2002,Pool Betting Duty,2230.0
631,May 2002,Pool Betting Duty,1084.0
632,June 2002,Pool Betting Duty,1425.0
633,July 2002,Pool Betting Duty,1371.0
634,August 2002,Pool Betting Duty,1051.0
635,September 2002,Pool Betting Duty,1359.0
636,October 2002,Pool Betting Duty,1127.0
637,November 2002,Pool Betting Duty,1110.0
638,December 2002,Pool Betting Duty,1363.0
639,January 2003,Pool Betting Duty,1371.0
640,February 2003,Pool Betting Duty,1121.0
641,March 2003,Pool Betting Duty,1090.0
642,April 2003,Pool Betting Duty,1295.0
643,May 2003,Pool Betting Duty,1091.0
644,June 2003,Pool Betting Duty,1025.0
645,July 2003,Pool Betting Duty,1171.0
646,August 2003,Pool Betting Duty,917.0
647,September 2003,Pool Betting Duty,1501.0
648,October 2003,Pool Betting Duty,995.0
649,November 2003,Pool Betting Duty,1012.0
650,December 2003,Pool Betting Duty,1211.0
651,January 2004,Pool Betting Duty,1003.0
652,February 2004,Pool Betting Duty,1205.0
653,March 2004,Pool Betting Duty,979.0
654,April 2004,Pool Betting Duty,1002.0
655,May 2004,Pool Betting Duty,956.0
656,June 2004,Pool Betting Duty,1225.0
657,July 2004,Pool Betting Duty,970.0
658,August 2004,Pool Betting Duty,1065.0
659,September 2004,Pool Betting Duty,984.0
660,October 2004,Pool Betting Duty,906.0
661,November 2004,Pool Betting Duty,1185.0
662,December 2004,Pool Betting Duty,867.0
663,January 2005,Pool Betting Duty,1156.0
664,February 2005,Pool Betting Duty,868.0
665,March 2005,Pool Betting Duty,870.0
666,April 2005,Pool Betting Duty,1288.0
667,May 2005,Pool Betting Duty,786.0
668,June 2005,Pool Betting Duty,765.0
669,July 2005,Pool Betting Duty,741.0
670,August 2005,Pool Betting Duty,915.0
671,September 2005,Pool Betting Duty,1347.0
672,October 2005,Pool Betting Duty,727.0
673,November 2005,Pool Betting Duty,999.0
674,December 2005,Pool Betting Duty,758.0
675,January 2006,Pool Betting Duty,1098.0
