Date,AAPL,MSFT
2022-08-23 00:00:00-04:00,166.9530487060547,275.66314697265625
2022-08-24 00:00:00-04:00,167.25254821777344,275.0149841308594
2022-08-25 00:00:00-04:00,169.7484130859375,278.0663757324219
2022-08-26 00:00:00-04:00,163.34901428222656,267.33660888671875
2022-08-29 00:00:00-04:00,161.1127471923828,264.4846496582031
2022-08-30 00:00:00-04:00,158.64683532714844,262.2309875488281
2022-08-31 00:00:00-04:00,156.95962524414062,260.7351989746094
2022-09-01 00:00:00-04:00,157.6984100341797,259.668212890625
2022-09-02 00:00:00-04:00,155.5519561767578,255.3404083251953
2022-09-06 00:00:00-04:00,154.27407836914062,252.53829956054688
2022-09-07 00:00:00-04:00,155.70172119140625,257.3647155761719
2022-09-08 00:00:00-04:00,154.20420837402344,257.7934875488281
2022-09-09 00:00:00-04:00,157.109375,263.716796875
2022-09-12 00:00:00-04:00,163.15933227539062,265.900634765625
2022-09-13 00:00:00-04:00,153.58522033691406,251.2818603515625
2022-09-14 00:00:00-04:00,155.0527801513672,251.51119995117188
2022-09-15 00:00:00-04:00,152.11764526367188,244.6904296875
2022-09-16 00:00:00-04:00,150.45042419433594,244.05223083496094
2022-09-19 00:00:00-04:00,154.22415161132812,243.8328399658203
2022-09-20 00:00:00-04:00,156.64015197753906,241.76866149902344
2022-09-21 00:00:00-04:00,153.46542358398438,238.2784881591797
2022-09-22 00:00:00-04:00,152.48704528808594,240.3027801513672
2022-09-23 00:00:00-04:00,150.1808624267578,237.2513885498047
2022-09-26 00:00:00-04:00,150.5203094482422,236.78269958496094
2022-09-27 00:00:00-04:00,151.5086669921875,235.74563598632812
2022-09-28 00:00:00-04:00,149.5918426513672,240.39254760742188
2022-09-29 00:00:00-04:00,142.24403381347656,236.8325653076172
2022-09-30 00:00:00-04:00,137.9711151123047,232.2454833984375
2022-10-03 00:00:00-04:00,142.21408081054688,240.06346130371094
2022-10-04 00:00:00-04:00,145.85804748535156,248.1805877685547
2022-10-05 00:00:00-04:00,146.15753173828125,248.4996795654297
2022-10-06 00:00:00-04:00,145.18914794921875,246.09645080566406
2022-10-07 00:00:00-04:00,139.8579864501953,233.5817413330078
2022-10-10 00:00:00-04:00,140.18743896484375,228.6057586669922
2022-10-11 00:00:00-04:00,138.7498321533203,224.77655029296875
2022-10-12 00:00:00-04:00,138.1108856201172,225.11558532714844
2022-10-13 00:00:00-04:00,142.75320434570312,233.5817413330078
2022-10-14 00:00:00-04:00,138.1508331298828,227.91769409179688
2022-10-17 00:00:00-04:00,142.17416381835938,236.86248779296875
2022-10-18 00:00:00-04:00,143.51193237304688,237.8297576904297
2022-10-19 00:00:00-04:00,143.6217498779297,235.8154296875
2022-10-20 00:00:00-04:00,143.15252685546875,235.48635864257812
2022-10-21 00:00:00-04:00,147.02610778808594,241.4395751953125
2022-10-24 00:00:00-04:00,149.20248413085938,246.55517578125
2022-10-25 00:00:00-04:00,152.08770751953125,249.95558166503906
2022-10-26 00:00:00-04:00,149.1026611328125,230.66993713378906
2022-10-27 00:00:00-04:00,144.56019592285156,226.11277770996094
2022-10-28 00:00:00-04:00,155.48208618164062,235.20713806152344
2022-10-31 00:00:00-04:00,153.08604431152344,231.4776611328125
2022-11-01 00:00:00-04:00,150.40049743652344,227.52879333496094
2022-11-02 00:00:00-04:00,144.78981018066406,219.48147583007812
2022-11-03 00:00:00-04:00,138.65000915527344,213.6479034423828
2022-11-04 00:00:00-04:00,138.3800048828125,220.76783752441406
2022-11-07 00:00:00-05:00,138.9199981689453,227.22962951660156
2022-11-08 00:00:00-05:00,139.5,228.22682189941406
2022-11-09 00:00:00-05:00,134.8699951171875,223.8790740966797
2022-11-10 00:00:00-05:00,146.8699951171875,242.2971649169922
2022-11-11 00:00:00-05:00,149.6999969482422,246.41555786132812
2022-11-14 00:00:00-05:00,148.27999877929688,240.87118530273438
2022-11-15 00:00:00-05:00,150.0399932861328,241.29000854492188
2022-11-16 00:00:00-05:00,148.7899932861328,241.72999572753906
2022-11-17 00:00:00-05:00,150.72000122070312,241.67999267578125
2022-11-18 00:00:00-05:00,151.2899932861328,241.22000122070312
2022-11-21 00:00:00-05:00,148.00999450683594,242.0500030517578
2022-11-22 00:00:00-05:00,150.17999267578125,245.02999877929688
2022-11-23 00:00:00-05:00,151.07000732421875,247.5800018310547
2022-11-25 00:00:00-05:00,148.11000061035156,247.49000549316406
2022-11-28 00:00:00-05:00,144.22000122070312,241.75999450683594
2022-11-29 00:00:00-05:00,141.1699981689453,240.3300018310547
2022-11-30 00:00:00-05:00,148.02999877929688,255.13999938964844
